Company,Product,Inches,Memory,Gpu,OpSys,Price_euros,height,width,Clock,Weight_in_kg
HP,Spectre x360,13.3,8,Intel UHD Graphics 620,Windows 10,1999.0,2160,3840,1.8,1.29
HP,ZBook 15u,15.6,8,AMD FirePro W4190M ,Windows 10,1154.0,1080,1920,2.5,1.9
Google,Pixelbook (Core,12.3,8,Intel HD Graphics 615,Chrome OS,1275.0,1600,2400,1.2,1.1
Dell,Latitude 7390,13.3,8,Intel UHD Graphics 620,Windows 10,1841.85,1080,1920,1.6,1.42
Asus,ZenBook Pro,15.6,12,Intel HD Graphics 530,Windows 10,1299.0,2160,3840,2.6,2.06
Dell,Latitude E5470,14.0,8,Intel HD Graphics 520,Windows 10,740.0,768,1366,2.3,1.79
Dell,Precision M5520,15.6,8,Nvidia Quadro M1200,Windows 10,2408.0,1080,1920,2.8,1.78
Lenovo,Thinkpad T470,14.0,8,Intel HD Graphics 620,Windows 10,1364.0,1080,1920,2.5,1.7
Dell,Inspiron 3576,15.6,8,AMD Radeon 520,Windows 10,675.0,1080,1920,1.6,2.2
Toshiba,Portege X30-D-10J,13.3,8,Intel HD Graphics 620,Windows 10,1672.0,1080,1920,2.5,1.05
Dell,Inspiron 7570,15.6,8,Nvidia GeForce 940MX,Windows 10,1262.0,1080,1920,1.8,2.16
Dell,Vostro 3568,15.6,4,Intel HD Graphics 620,Windows 10,586.6,768,1366,2.4,2.18
HP,ProBook 430,13.3,4,Intel UHD Graphics 620,Windows 10,726.0,1080,1920,1.6,1.49
Chuwi,"Lapbook 15,6",15.6,4,Intel HD Graphics,Windows 10,248.9,1080,1920,1.44,1.89
Lenovo,ThinkPad E570,15.6,4,Intel HD Graphics 520,Windows 10,565.0,768,1366,2.0,2.3
Lenovo,ThinkPad E480,14.0,8,Intel UHD Graphics 620,Windows 10,1049.0,1080,1920,1.6,1.75
Dell,Precision 3520,15.6,16,Nvidia Quadro M620,Windows 10,2338.0,1080,1920,2.7,2.17
Dell,XPS 15,15.6,16,Nvidia GeForce GTX 1050,Windows 10,1899.0,1080,1920,2.8,2.06
Lenovo,Thinkpad X270,12.5,16,Intel HD Graphics 620,Windows 10,1798.0,1080,1920,2.7,1.36
Asus,Zenbook UX390UA,12.5,16,Intel HD Graphics 620,Windows 10,1950.0,1080,1920,2.7,0.91
Lenovo,Thinkpad E570,15.6,8,Nvidia GeForce 940MX,Windows 10,1011.99,1080,1920,2.5,2.3
Toshiba,Portege X30-D-10L,13.3,32,Intel HD Graphics 620,Windows 10,2799.0,1080,1920,2.7,1.05
Asus,VivoBook Pro,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1350.0,1080,1920,2.8,1.99
Acer,Aspire 5,15.6,8,AMD Radeon RX 540,Windows 10,579.0,768,1366,2.5,2.2
Asus,Rog G752VL-UH71T,17.3,24,Nvidia GeForce GTX 965M,Windows 10,1269.0,1080,1920,2.6,4.33
Lenovo,Thinkpad X260,12.5,8,Intel HD Graphics 520,Windows 10,1099.0,768,1366,2.3,1.3
Lenovo,Ideapad 520-15IKBR,15.6,8,Intel UHD Graphics 620,Windows 10,898.9,1080,1920,1.8,2.17
HP,EliteBook 840,14.0,8,Intel HD Graphics 620,Windows 10,1749.0,1080,1920,2.8,1.48
Lenovo,ThinkPad 13,13.3,8,Intel HD Graphics 620,Windows 10,949.0,1080,1920,2.4,1.4
Lenovo,ThinkPad L570,15.6,8,Intel HD Graphics 620,Windows 10,911.0,1080,1920,2.5,2.3
Asus,VivoBook E201NA,11.6,4,Intel HD Graphics 500,Windows 10 S,340.0,768,1366,1.1,1.2
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,15.6,8,AMD Radeon 520,Windows 10,618.99,768,1366,2.5,1.91
Lenovo,Yoga 920-13IKB,13.9,8,Intel UHD Graphics 620,Windows 10,1599.0,1080,1920,1.6,1.4
Lenovo,IdeaPad 320-14IAP,14.0,4,Intel HD Graphics 500,Windows 10,299.0,768,1366,1.1,2.1
Lenovo,Chromebook N23,11.6,4,Intel HD Graphics 400,Chrome OS,265.0,768,1366,1.6,1.25
Lenovo,ThinkPad 13,13.3,8,Intel HD Graphics 620,Windows 10,949.0,1080,1920,2.5,1.44
Asus,ZenBook UX510UX-CN211T,15.6,8,Intel HD Graphics 620,Windows 10,1224.0,1080,1920,2.7,2.0
Acer,Aspire A515-51G-59QF,15.6,4,Nvidia GeForce MX150,Windows 10,613.0,1080,1920,1.6,2.2
HP,Envy 13-AB002nv,13.3,8,Intel HD Graphics 620,Windows 10,1323.0,1080,1920,2.7,1.34
Lenovo,Legion Y520-15IKBN,15.6,8,Nvidia GeForce GTX 1060,No OS,1149.0,1080,1920,2.8,2.4
Dell,XPS 13,13.3,8,Intel HD Graphics 620,Windows 10,899.0,1080,1920,2.5,1.29
Acer,Aspire A515-51G,15.6,4,Nvidia GeForce 940MX,Windows 10,639.0,1080,1920,2.7,2.2
Dell,Vostro 5568,15.6,8,Intel HD Graphics 620,Windows 10,836.0,1080,1920,2.5,2.18
Dell,Inspiron 5570,15.6,16,AMD Radeon 530,Windows 10,1219.24,1080,1920,1.8,2.2
Xiaomi,Mi Notebook,15.6,16,Nvidia GeForce MX150,No OS,1399.95,1080,1920,1.8,1.95
Asus,VivoBook E12,11.6,2,Intel HD Graphics 500,Windows 10,245.0,768,1366,1.1,1.1
HP,15-bs190od (i5-8250U/4GB/1TB/W10),15.6,4,Intel UHD Graphics 620,Windows 10,521.47,768,1366,1.6,2.04
Asus,ROG Zephyrus,15.6,24,Nvidia GeForce GTX1080,Windows 10,2968.0,1080,1920,2.8,2.24
HP,Probook 450,15.6,8,Nvidia GeForce 930MX,Windows 10,889.0,1080,1920,2.5,2.04
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,17.3,16,Nvidia GeForce GTX1050 Ti,Windows 10,1504.0,1080,1920,2.8,3.0
Lenovo,Legion Y720-15IKB,15.6,8,Nvidia GeForce GTX 1060,Windows 10,1399.0,1080,1920,2.8,3.2
HP,Spectre X360,13.3,8,Intel HD Graphics 620,Windows 10,1399.0,1080,1920,2.7,1.32
Dell,Latitude 5480,14.0,8,Intel HD Graphics 620,Windows 10,1279.73,1080,1920,2.6,1.64
HP,ProBook 440,15.6,4,Intel HD Graphics 520,Windows 10,689.0,768,1366,2.0,1.63
Dell,Inspiron 5770,17.3,8,AMD Radeon 530,Linux,889.0,1080,1920,1.6,2.8
Lenovo,ThinkPad L470,14.0,8,Intel HD Graphics 520,Windows 7,1340.0,1080,1920,2.3,2.02
Lenovo,IdeaPad 320-15IKB,15.6,4,Nvidia GeForce 920MX,Windows 10,799.0,1080,1920,2.7,2.2
Lenovo,IdeaPad 320-15ISK,15.6,8,Nvidia GeForce 920MX ,No OS,459.0,768,1366,2.0,2.2
Dell,Inspiron 3567,15.6,4,AMD Radeon R5 M430,Windows 10,585.0,1080,1920,2.5,2.3
Dell,Latitude 5580,15.6,8,Intel HD Graphics 620,Windows 10,1377.0,1080,1920,2.8,1.9
Dell,Alienware 17,17.3,16,Nvidia GeForce GTX 1070,Windows 10,3012.77,1080,1920,2.8,4.42
Toshiba,Satellite Pro,15.6,8,Intel HD Graphics 620,Windows 10,860.0,1080,1920,2.5,2.0
Asus,Zenbook UX510UW-FI095T,15.6,8,Nvidia GeForce GTX 960M,Windows 10,1299.0,2160,3840,2.7,2.0
Mediacom,SmartBook Edge,13.3,4,Intel HD Graphics 500,Windows 10,369.0,1080,1920,1.1,1.2
Asus,ROG Strix,15.6,8,Nvidia GeForce GTX 1060,Windows 10,1649.0,1080,1920,2.5,2.3
Dell,Latitude 5580,15.6,8,Nvidia GeForce 930MX,Windows 10,1369.0,1080,1920,2.8,1.93
Dell,Inspiron 5570,15.6,8,AMD Radeon 530,Windows 10,797.41,1080,1920,1.6,2.2
HP,250 G6,15.6,4,Intel HD Graphics 405,Windows 10,398.99,1080,1920,1.6,1.86
HP,Omen 15-ce006nv,17.3,12,Nvidia GeForce GTX 1060,Windows 10,1799.0,1080,1920,2.8,2.62
Lenovo,Thinkpad E470,14.0,8,Nvidia GeForce 940MX,Windows 10,859.0,1080,1920,2.7,1.87
Dell,XPS 13,13.3,8,Intel UHD Graphics 620,Windows 10,1399.0,1800,3200,1.8,1.2
Dell,Vostro 5468,14.0,4,Intel HD Graphics 520,Windows 10,735.87,1080,1920,2.0,1.6
HP,Envy 13-AB020nr,13.3,8,Intel HD Graphics 620,Windows 10,1145.0,1800,3200,2.7,1.34
Acer,Aspire 7,15.6,8,Nvidia GeForce GTX 1050,Linux,798.0,1080,1920,2.5,2.4
Asus,VivoBook X540YA-XX519T,15.6,4,AMD Radeon R2 Graphics,Windows 10,349.0,768,1366,1.8,2.0
HP,ProBook 450,15.6,4,Intel HD Graphics 620,Windows 10,705.5,1080,1920,2.4,2.1
Lenovo,ThinkPad E470,14.0,4,Intel HD Graphics 620,Windows 10,785.0,1080,1920,2.5,1.87
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,15.6,4,Intel HD Graphics 520,No OS,462.35,1080,1920,2.3,2.15
HP,250 G6,15.6,4,Intel HD Graphics 520,Windows 10,397.0,1080,1920,2.0,1.86
Lenovo,ThinkPad T570,15.6,8,Intel HD Graphics 620,Windows 10,1729.0,1080,1920,2.7,1.99
Lenovo,IdeaPad 320-15ISK,15.6,4,Intel HD Graphics 520,Windows 10,499.0,1080,1920,2.0,2.2
Dell,Latitude 5580,15.6,8,Intel HD Graphics 620,Windows 10,1116.99,1080,1920,2.5,1.9
Dell,Alienware 17,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2699.0,1080,1920,2.8,4.42
HP,17-X047na (i3-6006U/8GB/1TB/W10),17.3,8,Intel HD Graphics 520,Windows 10,544.15,900,1600,2.0,2.65
HP,ProBook 470,17.3,8,Nvidia GeForce 930MX,Windows 10,1280.0,1080,1920,2.7,2.63
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),15.6,4,Intel HD Graphics 500,Linux,224.0,768,1366,1.1,2.0
Mediacom,SmartBook 130,13.3,4,Intel HD Graphics,Windows 10,255.0,1080,1920,1.44,1.35
Lenovo,IdeaPad 320-17IKB,17.3,6,Nvidia GeForce 940MX,Windows 10,949.0,900,1600,2.7,2.8
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,15.6,6,AMD Radeon 530,Windows 10,568.9,1080,1920,2.5,1.91
Dell,Vostro 3568,15.6,4,AMD Radeon R5 M420,Windows 10,617.9,768,1366,2.0,2.18
Acer,Spin SP111-31,11.6,4,Intel HD Graphics 500,Windows 10,349.0,1080,1920,2.0,1.25
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),15.6,4,Intel HD Graphics 620,Windows 10,630.0,1080,1920,2.7,2.05
HP,EliteBook 1030,13.3,16,Intel HD Graphics 515,Windows 10,1965.0,1800,3200,1.2,1.16
Lenovo,Thinkpad P71,17.3,8,Nvidia Quadro M620M,Windows 10,2999.0,1080,1920,2.8,3.4
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,15.6,8,Nvidia GeForce GTX 1050,Windows 10,839.0,1080,1920,2.5,2.5
Dell,XPS 13,13.3,8,Intel UHD Graphics 620,Windows 10,1599.0,2160,3840,1.6,1.21
Dell,Latitude 5580,15.6,4,Intel HD Graphics 620,Windows 10,959.0,768,1366,2.6,1.93
Fujitsu,Lifebook A557,15.6,8,Intel HD Graphics 620,Windows 10,739.0,768,1366,2.5,2.2
Lenovo,IdeaPad 320-15IAP,15.6,4,Intel HD Graphics 505,Windows 10,344.0,1080,1920,1.1,2.2
Lenovo,ThinkPad L470,14.0,4,Intel HD Graphics 620,Windows 10,990.0,768,1366,2.5,2.02
HP,ZBook 17,17.3,8,Nvidia Quadro M1200,Windows 10,1860.99,900,1600,2.8,3.14
HP,14-am079na (N3710/8GB/2TB/W10),14.0,8,Intel HD Graphics 405,Windows 10,389.0,768,1366,1.6,1.94
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,15.6,6,AMD Radeon 530,Windows 10,649.0,1080,1920,3.0,1.95
Lenovo,Thinkpad E570,15.6,8,Intel HD Graphics 620,Windows 10,830.0,1080,1920,2.5,2.3
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),15.6,4,Intel HD Graphics 620,Windows 10,685.0,1080,1920,1.6,2.05
Mediacom,SmartBook 141,14.0,4,Intel HD Graphics,Windows 10,249.0,1080,1920,1.44,1.4
Toshiba,Tecra X40-D-10H,14.0,16,Intel HD Graphics 620,Windows 10,1865.0,1080,1920,2.7,1.24
Lenovo,IdeaPad Y910-17ISK,17.3,32,Nvidia GeForce GTX 1070,Windows 10,2663.0,1080,1920,2.7,4.6
MSI,GT73VR Titan,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2729.0,1080,1920,2.9,4.14
Dell,Inspiron 3567,15.6,8,AMD Radeon R5 M430,Linux,749.01,1080,1920,2.7,2.2
Mediacom,SmartBook Edge,14.0,4,Intel HD Graphics 500,Windows 10,389.0,1080,1920,1.1,1.45
Dell,Latitude 5580,15.6,8,Intel HD Graphics 620,Windows 10,1008.52,768,1366,2.6,1.9
HP,ProBook 430,13.3,4,Intel HD Graphics 620,Windows 10,719.0,1080,1920,2.4,1.49
Dell,Latitude 5580,15.6,16,Nvidia GeForce 930MX,Windows 10,1537.39,1080,1920,2.8,1.93
Dell,Chromebook 11,11.6,4,Intel HD Graphics 400,Chrome OS,295.0,768,1366,1.6,1.26
MSI,GT80S 6QE,17.3,16,Nvidia GeForce GTX 980M,Windows 10,2349.0,1080,1920,2.7,4.5
HP,Omen 17-AN010nv,17.3,16,Nvidia GeForce GTX 1050,Windows 10,1498.0,1080,1920,2.8,3.78
Lenovo,Thinkpad T460s,14.0,12,Intel HD Graphics 520,Windows 10,1673.0,1080,1920,2.6,1.4
Lenovo,Ideapad 320-15IKBR,15.6,12,Intel HD Graphics 620,Windows 10,609.0,768,1366,1.8,2.2
Asus,ROG Strix,17.3,8,Nvidia GeForce GTX 1060,Windows 10,1770.0,1080,1920,2.5,2.73
Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),15.6,8,Intel HD Graphics 520,Windows 10,739.0,768,1366,2.5,2.2
Lenovo,IdeaPad 320-15ABR,15.6,12,AMD Radeon 530,Windows 10,949.0,1080,1920,3.6,2.2
Dell,Inspiron 3179,11.6,4,Intel HD Graphics 615,Windows 10,603.0,768,1366,1.0,1.39
Samsung,Notebook Odyssey,15.6,16,Nvidia GeForce GTX 1050,Windows 10,1699.0,1080,1920,2.8,2.5
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,17.3,4,Intel HD Graphics 520,No OS,529.0,1080,1920,2.0,2.8
Lenovo,IdeaPad 110-15ISK,15.6,8,Intel HD Graphics 520,Windows 10,459.0,768,1366,2.3,2.29
Lenovo,ThinkPad Yoga,13.3,8,Intel HD Graphics 620,Windows 10,2025.0,1080,1920,2.7,1.37
Lenovo,Thinkpad T470p,14.0,8,Intel HD Graphics 630,Windows 10,1474.0,1080,1920,2.5,1.7
Dell,Latitude 5289,12.5,8,Intel HD Graphics 620,Windows 10,1670.0,1080,1920,2.5,1.34
Dell,Precision 3520,15.6,8,Nvidia Quadro M620,Windows 10,1763.0,1080,1920,2.8,2.06
HP,EliteBook 850,15.6,8,Intel HD Graphics 620,Windows 10,1219.0,1080,1920,2.7,1.84
HP,ProBook 450,15.6,4,Intel HD Graphics 620,Windows 10,668.48,768,1366,2.4,2.1
Acer,Aspire 1,14.0,4,Intel HD Graphics 500,Windows 10,329.0,1080,1920,1.1,1.6
MSI,Laptop MSI,17.3,16,Nvidia GeForce GTX 970M,Windows 10,2199.0,1080,1920,2.7,4.14
Dell,Vostro 3568,15.6,4,AMD Radeon R5 M420,Linux,465.0,768,1366,2.0,2.18
MSI,GS63VR 7RF,15.6,16,Nvidia GeForce GTX 1060,Windows 10,2299.0,2160,3840,2.8,1.8
Toshiba,Tecra Z50-C-144,15.6,8,Intel HD Graphics 520,Windows 10,1399.0,1080,1920,2.5,2.2
Lenovo,IdeaPad 310-15IKB,15.6,6,Intel HD Graphics 620,Windows 10,564.0,1080,1920,2.5,2.4
Lenovo,Yoga 720-15IKB,15.6,8,Intel HD Graphics 630,Windows 10,1299.0,1080,1920,2.8,2.0
Acer,Swift SF114-31-P5HY,14.0,4,Intel HD Graphics 405,Windows 10,349.0,768,1366,1.6,1.6
Lenovo,Thinkpad P51,15.6,32,Nvidia Quadro M2200M,Windows 10,4899.0,2160,3840,3.1,2.5
Dell,Inspiron 7559,15.6,16,Nvidia GeForce GTX 960<U+039C>,Windows 10,879.01,1080,1920,2.6,2.59
Dell,Vostro 3568,15.6,4,Intel HD Graphics 520,Linux,443.9,768,1366,2.0,2.18
Dell,Inspiron 3567,15.6,4,Intel HD Graphics 520,Linux,359.0,768,1366,2.0,2.25
Dell,Latitude 5580,15.6,4,Intel HD Graphics 620,Linux,869.0,768,1366,2.6,1.93
Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,17.3,8,Nvidia GeForce GTX 1050,Windows 10,1168.0,1080,1920,2.8,3.0
Dell,Vostro 3568,15.6,4,AMD Radeon R5 M420,Linux,569.0,1080,1920,2.5,2.18
HP,EliteBook 850,15.6,8,Intel HD Graphics 620,Windows 10,1389.0,1080,1920,2.7,1.84
MSI,GT62VR 7RE,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2267.86,1080,1920,2.8,2.94
Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,11.6,4,Intel HD Graphics 400,Chrome OS,379.0,768,1366,1.6,1.25
HP,ProBook 650,14.0,8,Intel HD Graphics 620,Windows 10,1124.0,768,1366,2.6,2.31
Lenovo,ThinkPad T470,14.0,8,Intel HD Graphics 520,Windows 7,1465.0,1080,1920,2.3,1.65
Dell,Inspiron 5570,15.6,4,AMD Radeon 530,Windows 10,776.0,1080,1920,1.6,2.2
Fujitsu,LifeBook A557,15.6,8,Intel HD Graphics 620,Windows 10,799.0,768,1366,2.5,2.2
HP,EliteBook 850,15.6,4,Intel HD Graphics 520,Windows 7,932.0,768,1366,2.3,1.88
Lenovo,IdeaPad 320-15IKB,15.6,8,Nvidia GeForce 920MX,Windows 10,899.0,1080,1920,2.7,2.2
Mediacom,SmartBook 140,14.0,2,Intel HD Graphics,Windows 10,239.0,1080,1920,1.44,1.4
Lenovo,IdeaPad 320-15IKBN,15.6,4,Intel HD Graphics 620,No OS,468.0,1080,1920,2.5,2.2
Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),13.3,6,Intel HD Graphics 620,Windows 10,639.01,1080,1920,2.5,1.5
Dell,XPS 15,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1820.0,1080,1920,2.8,2.0
Asus,ZenBook 3,14.0,16,Intel HD Graphics 620,Windows 10,1900.0,1080,1920,2.7,1.1
Dell,Inspiron 7567,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1479.0,1080,1920,2.8,2.62
Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),15.6,4,Intel UHD Graphics 620,Windows 10,829.0,1080,1920,1.6,1.8
Lenovo,Ideapad 320-15ISK,15.6,4,Nvidia GeForce 920MX ,Windows 10,579.0,1080,1920,2.0,2.2
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),15.6,8,Intel HD Graphics 500,Windows 10,399.0,768,1366,1.1,2.0
Asus,VivoBook Pro,15.6,8,Nvidia GeForce GTX 1050,Windows 10,906.62,1080,1920,2.5,1.99
Dell,XPS 13,13.3,8,Intel UHD Graphics 620,Windows 10,1869.0,1800,3200,1.6,1.23
Lenovo,IdeaPad 100S-14IBR,14.0,2,Intel HD Graphics 400,Windows 10,249.0,768,1366,1.6,1.42
Lenovo,Thinkpad Yoga,13.3,8,Intel HD Graphics 620,Windows 10,1757.42,1080,1920,2.7,1.37
Dell,XPS 15,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2399.0,2160,3840,2.8,2.06
Lenovo,Legion Y520-15IKBN,15.6,8,Nvidia GeForce GTX 1050M,Windows 10,1109.0,1080,1920,2.8,2.5
HP,17-AK091ND (A9-9420/8GB/1TB/W10),17.0,8,AMD Radeon R5,Windows 10,520.9,900,1600,3.0,2.6
Lenovo,ThinkPad X1,14.0,16,Intel HD Graphics 620,Windows 10,2450.0,1080,1920,2.7,1.14
Asus,ROG GL553VE-FY022,15.6,8,Nvidia GeForce GTX 1050 Ti,No OS,1169.0,1080,1920,2.8,2.5
Acer,Extensa EX2540,15.6,4,Intel HD Graphics 520,Windows 10,450.0,768,1366,2.0,2.4
Lenovo,IdeaPad 100S-14IBR,14.0,4,Intel HD Graphics,Windows 10,274.0,768,1366,1.6,1.43
Acer,Swift 3,14.0,8,Intel Graphics 620,Windows 10,919.0,1080,1920,2.5,1.8
Razer,Blade Pro,14.0,16,Nvidia GeForce GTX 1060,Windows 10,2599.0,1080,1920,2.8,1.95
Toshiba,Portege Z30-C-16J,13.3,8,Intel HD Graphics 520,Windows 10,1213.0,1080,1920,2.3,1.2
Lenovo,Thinkpad X270,12.5,8,Intel HD Graphics 620,Windows 10,1584.0,1080,1920,2.7,1.36
Asus,ROG G701VI,17.3,32,Nvidia GeForce GTX 1080,Windows 10,2799.0,1080,1920,2.7,3.8
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,15.6,8,Nvidia GeForce GTX 1050,Linux,709.0,1080,1920,2.5,2.4
Dell,XPS 13,13.3,8,Intel UHD Graphics 620,Windows 10,1449.9,1080,1920,1.6,1.2
MSI,GL62M 7REX,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,1191.8,1080,1920,2.8,2.2
HP,250 G6,15.6,4,Intel HD Graphics 520,No OS,364.9,768,1366,2.0,1.86
Toshiba,Tecra A50-D-11M,15.6,8,Intel HD Graphics 620,Windows 10,1064.0,1080,1920,2.5,2.0
Dell,Inspiron 5570,15.6,8,AMD Radeon 530,Windows 10,919.0,1080,1920,1.8,2.2
Dell,Inspiron 5570,15.6,16,AMD Radeon 530,Windows 10,1135.0,1080,1920,1.8,2.2
Lenovo,IdeaPad Y700-15ISK,15.6,8,Nvidia GeForce GTX 960,Windows 10,1196.0,1080,1920,2.6,3.31
Dell,Alienware 17,17.3,32,Nvidia GeForce GTX 1070,Windows 10,3147.37,2160,3840,2.8,4.42
Dell,Latitude E7470,14.0,8,Intel HD Graphics 520,Windows 10,1229.0,1080,1920,2.4,1.56
Lenovo,Ideapad 320-15IAP,15.6,4,Intel HD Graphics 500,Windows 10,419.0,768,1366,1.1,2.2
Lenovo,IdeaPad 320-15ISK,15.6,4,Intel HD Graphics 520,Windows 10,535.0,1080,1920,2.3,2.2
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,15.6,6,AMD Radeon R5 M430,Windows 10,539.0,1080,1920,2.0,2.04
MSI,GP72VR Leopard,17.3,8,Nvidia GeForce GTX 1060,Windows 10,1486.77,1080,1920,2.8,2.7
Toshiba,Satellite Pro,15.6,4,Intel HD Graphics 520,Windows 10,498.0,768,1366,2.1,2.1
Dell,Latitude 3580,15.6,8,Intel HD Graphics 620,Windows 10,955.0,1080,1920,2.5,2.06
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,15.6,8,AMD Radeon 530,Windows 10,745.0,1080,1920,2.7,2.1
Toshiba,Tecra Z50-D-10E,15.6,8,Intel HD Graphics 620,Windows 10,1258.0,1080,1920,2.5,2.0
Acer,Aspire 3,15.6,4,Intel HD Graphics 520,Linux,412.0,768,1366,2.0,2.1
Microsoft,Surface Laptop,13.5,8,Intel Iris Plus Graphics 640,Windows 10 S,1867.85,1504,2256,2.8,1.252
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,15.6,8,AMD Radeon R5 M430,Windows 10,817.95,1080,1920,2.5,1.9
Lenovo,Yoga 720-13IKB,13.3,8,Intel HD Graphics 620,Windows 10,1034.0,1080,1920,2.5,1.3
Lenovo,IdeaPad 320-15AST,15.6,4,AMD Radeon R2 Graphics,Windows 10,349.0,768,1366,2.2,2.2
HP,Pavilion X360,14.0,4,Nvidia GeForce 940MX,Windows 10,699.0,1080,1920,2.4,1.63
MSI,GP62 7RDX,15.6,16,Nvidia GeForce GTX 1050,Windows 10,1294.0,1080,1920,2.8,2.4
Asus,Zenbook 3,14.0,8,Intel HD Graphics 620,Windows 10,1135.0,1080,1920,2.5,1.1
HP,Chromebook X360,11.6,8,Intel HD Graphics 500,Chrome OS,495.0,768,1366,1.1,1.4
LG,Gram 15Z975,15.6,8,Intel HD Graphics 620,Windows 10,2299.0,1080,1920,1.8,1.09
Acer,Aspire VX5-591G,15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,1299.0,1080,1920,2.5,2.5
MSI,GV62M 7RD,15.6,8,Nvidia GeForce GTX 1050,Windows 10,997.9,1080,1920,2.5,2.2
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),15.6,4,Intel HD Graphics 500,Windows 10,419.0,768,1366,1.1,1.86
Dell,Alienware 15,15.6,16,Nvidia GeForce GTX 1060,Windows 10,2051.0,1080,1920,2.5,3.21
HP,17-bs000nv I3,17.3,4,AMD Radeon R5 520,Windows 10,699.0,1080,1920,2.0,2.5
Lenovo,Yoga 730,13.3,8,Intel UHD Graphics 620,Windows 10,1499.0,1080,1920,1.8,1.19
Dell,Alienware 15,15.6,16,Nvidia GeForce GTX 1070,Windows 10,2813.75,1080,1920,2.9,3.49
HP,250 G6,15.6,4,AMD Radeon 520,Windows 10,612.61,768,1366,2.5,1.86
Dell,Inspiron 3567,15.6,4,AMD Radeon R5 M430,Windows 10,545.67,768,1366,2.0,2.2
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,17.3,6,AMD Radeon R7 M440,Windows 10,569.0,1080,1920,2.4,2.65
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),15.6,4,Intel HD Graphics 510,Windows 10,318.0,768,1366,1.6,2.1
Acer,Chromebook 14,14.0,4,Intel HD Graphics 510,Chrome OS,375.0,768,1366,1.6,1.45
Lenovo,IdeaPad 520s-14IKB,14.0,4,Intel HD Graphics 620,Windows 10,699.0,1080,1920,2.5,1.7
HP,ZBook 17,17.3,8,Nvidia Quadro M1200,Windows 10,1907.99,1080,1920,2.8,3.14
Lenovo,ThinkPad X1,14.0,8,Intel HD Graphics 620,Windows 10,2590.0,1440,2560,2.7,1.42
Toshiba,Satellite Pro,13.3,8,Intel HD Graphics 620,Windows 10,973.0,1080,1920,2.5,1.5
Acer,TravelMate B117-M,11.6,4,Intel HD Graphics,Windows 10,269.0,768,1366,1.6,1.4
Lenovo,Yoga 910-13IKB,14.0,16,Intel HD Graphics 620,Windows 10,1749.0,1080,1920,2.7,1.38
Asus,Chromebook Flip,12.5,4,Intel HD Graphics 515,Chrome OS,669.0,1080,1920,0.9,1.2
Toshiba,Portege Z30T-C-133,13.3,16,Intel HD Graphics 520,Windows 10,1877.0,1080,1920,2.5,1.36
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,15.6,4,AMD Radeon 530,Windows 10,689.0,1080,1920,2.7,2.1
Dell,Inspiron 5577,15.6,8,Nvidia GeForce GTX 1050,Windows 10,819.0,1080,1920,2.5,2.56
Lenovo,IdeaPad 320-15AST,15.6,4,AMD Radeon 530,Windows 10,399.0,1080,1920,2.9,2.2
Lenovo,IdeaPad 320-15ABR,15.6,8,AMD Radeon R7,Windows 10,429.0,768,1366,3.6,2.2
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),15.6,4,Intel HD Graphics 620,Windows 10,621.45,1080,1920,2.5,2.1
